n_speakers,n_tokens,icc,icc_lower,icc_upper,mean_absolute_difference_ms,median_absolute_difference_ms,largest_pair_bias_ms,mean_absolute_cv_difference
5,437,0.95377227488595,0.944483934543771,0.961538103755887,4.60763019648668,2.63732845218101,-3.84026210594528,1.59315192800918
